 143
 5.00            17
 5.17            22
 5.35            37
 5.52            48
 5.70            48
 5.87            58
 6.05            59
 6.22            63
 6.40            64
 6.57            66
 6.75            60
 6.92            50
 7.10            56
 7.28            62
 7.45            40
 7.63            50
 7.80            35
 7.98            49
 8.15            41
 8.33            28
 8.50            23
 8.68            29
 8.85            26
 9.03            21
 9.21            23
 9.38            15
 9.56            24
 9.73            22
 9.91            19
10.08            22
10.26            26
10.43            21
10.61            25
10.78            22
10.96            24
11.14            26
11.31            35
11.49            46
11.66            71
11.84           126
12.01           150
12.19           200
12.36           451
12.54           441
12.71           283
12.89           187
13.07           168
13.24           164
13.42           147
13.59           123
13.77           118
13.94           127
14.12            94
14.29            95
14.47            82
14.64            81
14.82            85
14.99            61
15.17            64
15.35            57
15.52            63
15.70            59
15.87            47
16.05            53
16.22            55
16.40            37
16.57            47
16.75            52
16.92            37
17.10            43
17.28            46
17.45            46
17.63            39
17.80            37
17.98            32
18.15            34
18.33            39
18.50            44
18.68            36
18.85            47
19.03            38
19.21            47
19.38            37
19.56            49
19.73            36
19.91            46
20.08            40
20.26            50
20.43            38
20.61            44
20.78            42
20.96            41
21.14            32
21.31            39
21.49            48
21.66            46
21.84            44
22.01            39
22.19            43
22.36            44
22.54            43
22.71            39
22.89            50
23.07            47
23.24            25
23.42            34
23.59            34
23.77            34
23.94            42
24.12            40
24.29            39
24.47            35
24.64            48
24.82            26
24.99            52
25.17            59
25.35            80
25.52            94
25.70           102
25.87           107
26.05            54
26.22            51
26.40            53
26.57            56
26.75            44
26.92            52
27.10            43
27.28            46
27.45            68
27.63            40
27.80            50
27.98            36
28.15            41
28.33            40
28.50            32
28.68            46
28.85            40
29.03            30
29.21            31
29.38            30
29.56            35
29.73            29
29.91            28
