 143
 5.00            12
 5.17            27
 5.35            13
 5.52            18
 5.70            21
 5.87            24
 6.05            14
 6.22            24
 6.40            16
 6.57            20
 6.75            19
 6.92            17
 7.10            18
 7.28            25
 7.45            23
 7.63            21
 7.80            19
 7.98            27
 8.15            25
 8.33            24
 8.50            29
 8.68            16
 8.85            29
 9.03            40
 9.21            33
 9.38            30
 9.56            51
 9.73            58
 9.91            60
10.08            76
10.26            93
10.43            94
10.61           102
10.78           103
10.96            98
11.14           102
11.31           131
11.49           108
11.66           106
11.84           138
12.01           127
12.19           129
12.36           113
12.54           115
12.71           107
12.89           102
13.07           103
13.24           100
13.42           111
13.59           104
13.77            90
13.94            86
14.12            81
14.29            83
14.47            87
14.64            89
14.82            72
14.99            72
15.17            59
15.35            59
15.52            65
15.70            64
15.87            48
16.05            48
16.22            54
16.40            44
16.57            70
16.75            58
16.92            59
17.10            56
17.28            39
17.45            41
17.63            48
17.80            41
17.98            48
18.15            52
18.33            51
18.50            67
18.68            61
18.85            50
19.03            42
19.21            42
19.38            53
19.56            79
19.73            57
19.91            74
20.08           154
20.26           250
20.43           443
20.61          1289
20.78          1906
20.96          1459
21.14           764
21.31           412
21.49           302
21.66           286
21.84           207
22.01           208
22.19           182
22.36           174
22.54           141
22.71           136
22.89           156
23.07           137
23.24           143
23.42           145
23.59           136
23.77           137
23.94           103
24.12           104
24.29           109
24.47           110
24.64           107
24.82            96
24.99            93
25.17            86
25.35            75
25.52            94
25.70            79
25.87            80
26.05            82
26.22            63
26.40            67
26.57            59
26.75            62
26.92            70
27.10            64
27.28            53
27.45            61
27.63            70
27.80            56
27.98            55
28.15            63
28.33            45
28.50            52
28.68            52
28.85            60
29.03            49
29.21            58
29.38            47
29.56            42
29.73            45
29.91            37
