0;6,65;6,18662841796875;1354192;6,186628418
1;6,8;9,41952884416671E-003+9,63314269366867E-002i;123108,3636;0,096790864
2;6,92;2,17118125607845E-003+4,61910256954829E-002i;64485,33333;0,046242025
3;6,98;-1,94062808474266E-003+3,07007458709334E-002i;43683,6129;0,030762019
4;6,96;6,1657607992058E-004+2,28858374858838E-002i;33029,07317;0,022894142
5;6,88;-2,09427370157933E-004+1,92144779988692E-002i;26552,78431;0,019215619
6;6,74;-1,49203411557828E-003+1,61777934161662E-002i;22199,86885;0,016246451
7;6,53;-1,24639683897046E-003+1,44540124567434E-002i;19073,12676;0,014507653
8;6,35;8,80512923479937E-004+1,20776192806646E-002i;16718,41975;0,012109673
9;6,15;9,99222798538336E-004+9,34327814626663E-003i;14881,23077;0,009396557
10;6,02;1,01832464734813E-003+9,59736715882589E-003i;13407,84158;0,00965124
11;5,93;-2,47671744029762E-004+6,00571595287381E-003i;12199,92793;0,006010821
12;5,94;-2,58368835497863E-003+7,12215375167586E-003i;11191,66942;0,007576313
13;6,02;1,9593315603921E-003+7,47531809789959E-003i;10337,34351;0,00772783
14;6,17;-7,18361969880976E-004+7,63633331198418E-003i;9604,198582;0,007670048
15;6,33;8,9105387639554E-004+5,72009641981716E-003i;8968,15894;0,005789083
16;6,54;8,89897789500901E-004+6,16413396519182E-003i;8411,130435;0,006228039
17;6,69;1,68149753358066E-003+6,50161190025092E-003i;7919,251462;0,006715534
18;6,89;4,32015225189022E-004+5,87120003755409E-003i;7481,723757;0,005887073
19;6,96;-2,742117407725E-006+3,03582307383632E-003i;7090,010471;0,003035824
20;7,02;5,59054008843544E-004+4,31720025131133E-003i;6737,273632;0,004353247
21;7;-8,01926033920986E-005+4,32554214597415E-003i;6417,971564;0,004326285
22;6,86;8,69086190950651E-004+4,09091474813756E-003i;6127,565611;0,004182212
23;6,74;7,77737204824725E-004+3,32772968625323E-003i;5862,30303;0,003417405
24;6,59;1,29613562249535E-003+4,52548435338027E-003i;5619,053942;0,004707438
25;6,46;6,35788553262865E-004+3,76921153264188E-003i;5395,187251;0,003822458
26;6,28;8,74858724307658E-005+3,11782363689863E-003i;5188,475096;0,003119051
27;6,12;-1,74366948938694E-003+3,98730830813721E-003i;4997,01845;0,004351897
28;6,03;-8,37950910398902E-004+4,78654171649356E-003i;4819,188612;0,004859336
29;6,03;5,63770207710156E-004+2,67599590894103E-003i;4653,580756;0,002734738
30;6,08;-3,88404026525437E-004+3,12557902688413E-003i;4498,976744;0,003149619
31;6,17;-1,22574269171266E-003+2,46685373801111E-003i;4354,315113;0,002754598
32;6,3;1,39862933080302E-003+2,55351461761078E-003i;4218,666667;0,00291146
33;6,4;1,1086832404349E-003+2,85828565860204E-003i;4091,214502;0,003065775
34;6,57;1,47268531217203E-003+1,66652418270866E-003i;3971,237537;0,002223984
35;6,68;4,39831281619582E-004+1,34003974383421E-003i;3858,096866;0,001410375
36;6,8;5,39325980019947E-004+1,53329597150466E-003i;3751,224377;0,001625383
37;6,83;1,20026016101616E-003+2,11495338988138E-003i;3650,113208;0,0024318
38;6,83;1,6303664336712E-004+2,30501849934829E-003i;3554,309711;0,002310777
39;6,77;3,03870414831041E-004+3,6851649638545E-003i;3463,40665;0,003697672
40;6,64;3,98202588951207E-005+2,03949131496807E-003i;3377,037406;0,00203988
41;6,5;-4,04653359551067E-004+4,05090206187859E-003i;3294,871046;0,004071063
42;6,38;-3,87579124428677E-004+1,02552786626866E-003i;3216,608076;0,001096323
43;6,3;6,22021426464605E-004+2,95557608921193E-003i;3141,976798;0,003020321
44;6,25;1,32594589867347E-003+2,77546879412511E-003i;3070,730159;0,003075932
45;6,2;8,87818301070497E-004+2,02229299436621E-003i;3002,643016;0,002208595
46;6,21;1,20265873261001E-003+2,40818954472946E-003i;2937,509761;0,002691796
47;6,3;-5,76202714165583E-004+3,09039211742612E-003i;2875,142251;0,00314365
48;6,35;-6,78174586669462E-004+2,78173306247548E-003i;2815,367983;0,002863208
49;6,45;-5,94762431935335E-004+2,34090796499422E-003i;2758,028513;0,002415283
50;6,51;1,41293202100174E-003+1,27057665692861E-003i;2702,978044;0,001900195
51;6,61;1,1581550422607E-003+1,40620319681172E-003i;2650,082192;0,001821738
52;6,65;5,80702903671796E-004+9,52512727597964E-004i;2599,216891;0,00111557
53;6,65;-2,00101014318571E-004+1,37316422525495E-003i;2550,26742;0,001387667
54;6,65;8,24288687315419E-004+2,53167139726756E-003i;2503,127542;0,002662482
55;6,63;-4,36360730983309E-005+2,01112828484924E-003i;2457,69873;0,002011602
56;6,59;8,14491050557835E-004+2,23764743434692E-003i;2413,889483;0,002381273
57;6,52;6,91834881455808E-004+4,35074077118499E-004i;2371,614711;0,000817267
58;6,46;-1,1057650602478E-003+1,36478907672619E-003i;2330,795181;0,001756521
59;6,42;-2,96451490080359E-004+1,62094139436285E-003i;2291,357022;0,001647827
60;6,4;8,76588041570881E-004+4,52777111627753E-004i;2253,231281;0,000986617
61;6,45;1,58217920233305E-003+1,36811615600502E-003i;2216,353519;0,002091658
62;6,42;1,62625911084731E-003+1,11385438896229E-003i;2180,663446;0,001971139
63;6,48;1,20031521076558E-003+2,14293740744361E-003i;2146,104596;0,002456204
64;6,51;1,26298124403373E-003+1,72152227987173E-003i;2112,624025;0,002135125
65;6,56;7,42187715961505E-004+2,18269612184494E-003i;2080,172043;0,002305429
66;6,59;2,15233634167568E-003+6,33516203824729E-004i;2048,701967;0,002243634
67;6,58;1,08885510436418E-003+8,29384655303397E-004i;2018,169896;0,001368753
68;6,53;-3,98049035724875E-004+3,83654764337388E-004i;1988,534508;0,000552842
69;6,46;-3,35460446059721E-004+1,65359295874051E-003i;1959,756874;0,001687277
70;6,38;-3,76132569448585E-005+1,13585728294203E-003i;1931,800285;0,00113648
71;6,32;6,74263823627834E-004+1,64466210468862E-003i;1904,630098;0,001777511
72;6,28;1,09408177941195E-003+1,11188203874727E-003i;1878,213592;0,001559903
73;6,29;2,39457417398729E-003+2,30255438573574E-003i;1852,519836;0,003322009
74;6,3;-3,95803381240355E-004+2,52008974285075E-003i;1827,519568;0,002550983
75;6,33;9,58546864266915E-004+1,53527768176657E-003i;1803,185087;0,001809942
76;6,4;7,49290746177223E-004+7,69655690304741E-004i;1779,490145;0,001074154
77;6,51;9,30463791941407E-004+1,20908924843429E-003i;1756,409857;0,001525667
78;6,59;7,90817486504795E-004-5,50331947616415E-004i;1733,920615;0,000963461
79;6,68;-2,14720157347298E-004+7,01785719244887E-004i;1712;0,000733899
80;6,76;6,99049130880886E-004+1,52324481474292E-003i;1690,626717;0,001675991
81;6,79;9,81092898746704E-004+1,48428260434355E-004i;1669,780518;0,000992257
82;6,8;-2,27665651442505E-004-4,59185162071099E-004i;1649,442144;0,000512526
83;6,73;1,56193549818589E-004+1,84112476389698E-003i;1629,593261;0,001847738
84;6,67;-4,21126779650047E-005+1,15889345483369E-003i;1610,216409;0,001159658
85;6,46;3,05615554251147E-004+1,44338899662909E-003i;1591,294947;0,001475389
86;6,38;7,23445692588102E-004+1,27998173674797E-003i;1572,813008;0,001470281
87;6,28;7,6176012599428E-004-2,53783033553684E-004i;1554,755454;0,000802922
88;6,13;-8,13976149085257E-004+1,01028255867838E-004i;1537,107832;0,000820222
89;6,1;-2,5176237741676E-004+1,62012920584972E-003i;1519,856341;0,001639574
90;6,11;5,10171078101569E-004+2,27966949199291E-003i;1502,987791;0,002336058
91;6,13;1,90392763358863E-003+1,71345164770389E-003i;1486,489572;0,002561417
92;6,22;-1,04077631364308E-004+1,36379868574258E-003i;1470,34962;0,001367764
93;6,34;-1,68050462197416E-004+1,23072704255099E-003i;1454,556391;0,001242147
94;6,49;-6,90348644479648E-004+1,83673068432502E-003i;1439,098831;0,001962183
95;6,67;-1,19908774174496E-003+7,43648939393124E-004i;1423,966351;0,001410966
96;6,82;9,15245380013734E-004+3,49355973345543E-004i;1409,148803;0,000979655
97;6,9;-8,12464567416927E-004+4,69085280260792E-004i;1394,636457;0,000938158
98;6,93;2,16130271359301E-003+4,92809272327538E-004i;1380,41998;0,002216775
99;6,94;-5,08420788875935E-004-6,21328809680161E-004i;1366,490414;0,000802833
100;6,83;3,9029075392194E-003+3,98120108950438E-004i;1352,839161;0,00392316
101;6,71;5,76993312965368E-005+5,73732301190006E-004i;1339,457962;0,000576626
102;6,54;2,76374093656489E-003+1,68128834042916E-003i;1326,338883;0,003234964
103;6,35;-1,79934857078247E-004+1,00341956086712E-003i;1313,474297;0,001019425
104;6,14;-1,15478495975868E-004+5,25815962112951E-004i;1300,856868;0,000538347
105;6,03;6,56108009635197E-004-8,90821852485682E-004i;1288,479543;0,001106364
106;5,96;9,00373441958001E-004+9,27301466380057E-004i;1276,335533;0,001292502
107;5,93;1,49132888077132E-003+1,20696074175957E-003i;1264,418301;0,001918545
108;5,97;6,97630451926049E-004+1,6928238794093E-003i;1252,721554;0,00183094
109;6,13;1,75983908334357E-003+1,62546259627956E-003i;1241,23923;0,002395655
110;6,3;3,46748092831931E-004+2,2005857126694E-003i;1229,965486;0,002227737
111;6,49;9,66680032344556E-005+2,52165094020403E-003i;1218,894689;0,002523503
112;6,72;-3,29013592625975E-004+7,38746221838541E-004i;1208,021409;0,0008087
113;6,88;-6,14602925707565E-004+7,12036126093239E-004i;1197,340407;0,000940602
114;7;1,62784034967514E-003+3,08302718062071E-004i;1186,846626;0,001656778
115;7,03;-1,11002351843585E-003-3,74464088822408E-004i;1176,535187;0,001171484
116;6,99;1,97229940679061E-004-2,14698229149379E-004i;1166,401378;0,000291539
117;6,93;1,24011932948322E-003-5,54039004213783E-005i;1156,440649;0,001241356
118;6,67;-3,19124433408814E-004-8,58891381197123E-004i;1146,648603;0,000916261
119;6,58;2,18363993139883E-003+6,84555533985727E-004i;1137,020991;0,002288427
120;6,4;2,0232163847603E-004+5,68958459124111E-004i;1127,553705;0,000603861
121;6,23;9,02799035582485E-004+2,14325137277078E-003i;1118,242775;0,002325634
122;6,07;8,14774179535675E-004+7,48897901574513E-005i;1109,084357;0,000818209
123;5,96;7,61367647917716E-004-1,01491189320912E-003i;1100,074736;0,00126875
124;6,01;-8,45544310657763E-004+8,5984940395541E-004i;1091,210314;0,001205938
125;6,16;-1,03127178097096E-004-8,401576075641E-004i;1082,48761;0,000846463
126;6,4;-3,12427145638092E-005+1,39344725678092E-003i;1073,903251;0,001393797
127;6,63;-1,24297034666463E-003-1,30554895564243E-003i;1065,453973;0,001802618
128;6,74;-5,861793267205E-003-3,17987160090255E-003i;1057,136612;0,006668748
129;6,85;5,76259543786687E-003+8,08787798681352E-005i;1048,948102;0,005763163
130;6,87;1,79111233280316E-004+6,86455950267741E-004i;1040,885473;0,000709438
