 86
 5.00            26
 5.29            27
 5.58            26
 5.87            21
 6.16            36
 6.46            33
 6.75            24
 7.04            21
 7.33            29
 7.63            28
 7.92            23
 8.21            30
 8.50            27
 8.80            33
 9.09            35
 9.38            34
 9.67            43
 9.97            62
10.26            76
10.55           110
10.84           134
11.14           162
11.43           177
11.72           225
12.01           194
12.30           196
12.60           197
12.89           191
13.18           172
13.47           175
13.77           155
14.06           160
14.35           162
14.64           119
14.94           158
15.23           129
15.52           114
15.81            90
16.11            74
16.40            75
16.69            90
16.98            78
17.28            67
17.57            79
17.86            67
18.15            50
18.45            79
18.74            71
19.03            61
19.32            72
19.61            81
19.91            91
20.20           117
20.49           346
20.78          1549
21.08          6526
21.37          4900
21.66           937
21.95           506
22.25           446
22.54           401
22.83           338
23.12           319
23.42           323
23.71           251
24.00           289
24.29           234
24.59           214
24.88           199
25.17           171
25.46           170
25.76           155
26.05           150
26.34           153
26.63           132
26.92           136
27.22           115
27.51            93
27.80            83
28.09            86
28.39            87
28.68            71
28.97            61
29.26            76
29.56            67
29.85            72
