 86
 5.00            37
 5.29            30
 5.58            27
 5.87            33
 6.16            46
 6.46            30
 6.75            42
 7.04            37
 7.33            59
 7.63            55
 7.92            60
 8.21            57
 8.50            51
 8.80            56
 9.09            54
 9.38            59
 9.67            50
 9.97            39
10.26            40
10.55            39
10.84            38
11.14            42
11.43            41
11.72            36
12.01            53
12.30            54
12.60            55
12.89            66
13.18            54
13.47            35
13.77            48
14.06            39
14.35            56
14.64            44
14.94            45
15.23            34
15.52            49
15.81            42
16.11            58
16.40            41
16.69            61
16.98            51
17.28            54
17.57            65
17.86            59
18.15            74
18.45           105
18.74           105
19.03           155
19.32           234
19.61           410
19.91           926
20.20          1887
20.49          2944
20.78          4488
21.08          6535
21.37          7347
21.66          6863
21.95          4399
22.25          2660
22.54          1392
22.83           464
23.12           213
23.42           112
23.71            74
24.00            63
24.29            54
24.59            51
24.88            68
25.17            56
25.46            45
25.76            53
26.05            52
26.34            75
26.63            63
26.92            57
27.22            61
27.51            45
27.80            46
28.09            57
28.39            48
28.68            55
28.97            53
29.26            52
29.56            59
29.85            52
