 171
 5.00            95
 5.14            99
 5.29           127
 5.43           129
 5.58           120
 5.73           125
 5.87           139
 6.02           143
 6.16           146
 6.31           137
 6.46           163
 6.60           126
 6.75           130
 6.90           155
 7.04           159
 7.19           165
 7.33           136
 7.48           170
 7.63           188
 7.77           207
 7.92           179
 8.07           180
 8.21           203
 8.36           188
 8.50           184
 8.65           201
 8.80           201
 8.94           210
 9.09           212
 9.23           234
 9.38           215
 9.53           233
 9.67           235
 9.82           248
 9.97           301
10.11           302
10.26           310
10.40           395
10.55           420
10.70           411
10.84           522
10.99           548
11.14           571
11.28           618
11.43           721
11.57           792
11.72           827
11.87           766
12.01           891
12.16           973
12.30           978
12.45          1036
12.60          1046
12.74          1120
12.89          1245
13.04          1207
13.18          1265
13.33          1268
13.47          1361
13.62          1356
13.77          1417
13.91          1459
14.06          1430
14.21          1420
14.35          1457
14.50          1475
14.64          1537
14.79          1574
14.94          1545
15.08          1625
15.23          1629
15.38          1697
15.52          1721
15.67          1648
15.81          1713
15.96          1677
16.11          1851
16.25          1756
16.40          1831
16.54          1757
16.69          1798
16.84          1818
16.98          1763
17.13          1798
17.28          1785
17.42          1702
17.57          1729
17.71          1802
17.86          1734
18.01          1826
18.15          1798
18.30          1847
18.45          2130
18.59          2588
18.74          3698
18.88          6070
19.03          7097
19.18          5334
19.32          3432
19.47          2415
19.61          2085
19.76          1977
19.91          1983
20.05          2029
20.20          2021
20.35          1843
20.49          2036
20.64          2124
20.78          2440
20.93          5345
21.08         11564
21.22         13285
21.37         14089
21.52         13174
21.66         10584
21.81          4261
21.95          2293
22.10          1783
22.25          1760
22.39          1637
22.54          1581
22.69          1693
22.83          1573
22.98          1485
23.12          1520
23.27          1517
23.42          1432
23.56          1383
23.71          1348
23.85          1383
24.00          1300
24.15          1382
24.29          1194
24.44          1318
24.59          1269
24.73          1295
24.88          1287
25.02          1187
25.17          1181
25.32          1163
25.46          1124
25.61          1074
25.76          1076
25.90          1026
26.05          1019
26.19          1005
26.34          1057
26.49          1014
26.63           989
26.78           967
26.92           884
27.07           928
27.22           959
27.36           840
27.51           865
27.66           805
27.80           779
27.95           784
28.09           723
28.24           748
28.39           689
28.53           732
28.68           685
28.83           685
28.97           656
29.12           695
29.26           604
29.41           640
29.56           595
29.70           596
29.85           582
